"","TSE_code","year","company","date","market","TSE_name","TEJ_name2","TEJ_code2","TEJ_name1","TEJ_code1","BTE","CTP_GAAP","CTP_IFRS_CFI","CTP_IFRS_CFO","CTP_IFRS_CFF","PTEBX","EBIT","OERD","OEPRO","NetSales","employee","PB","FA","Land","LandR","GrossSales","TA","TL","INTAN","QUICK","InvIn","InvLoss","OUTINSTI","RELATIN","RELATOUT","FAMILY","FAMILY2"
"1","M1800",2001,"1802 台玻",2001-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",327576,694119,NA,NA,NA,2524685,2614192,0,1179542,12869466,NA,1.07,16236102,1923206,435857,12905185,29166217,4392177,346261,146.83,-20221,0,75.96,0,NA,"F","單一家族主導"
"2","M1800",2001,"1806 冠軍",2001-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",54003,319,NA,NA,NA,-621231,-420857,18379,660197,2521488,NA,0.31,2738366,426618,57885,2681842,6646066,3808260,12,37.56,0,126582,40.91,0,0,"F","單一家族主導"
"3","M1800",2001,"1809 中釉",2001-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",14131,18115,NA,NA,NA,57984,105730,19323,111350,1618191,311,0.54,1381386,855591,0,1636190,3512086,1439370,633,86.27,0,31604,6.7,5,11,"F","單一家族主導"
"4","M1800",2001,"1810 和成",2001-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",35587,698,NA,NA,NA,-136556,168234,89220,362968,3882735,NA,0.48,5069956,1324087,239767,4231445,13393990,6617104,80590,48.11,0,36078,11.23,31,2,"F","單一家族主導"
"5","M1800",2002,"1802 台玻",2002-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",480825,167424,NA,NA,NA,2259059,2288069,40255,1318691,14461476,5954,1.12,16964107,1922929,435857,14488537,30963121,5424812,376461,179.32,-69243,0,75.5,0,NA,"F","單一家族主導"
"6","M1800",2002,"1806 冠軍",2002-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",20845,4394,NA,NA,NA,-62094,109669,11204,605104,2429144,NA,0.34,2649361,426650,57884,2491422,6500563,3783731,7,31.56,0,3791,30.73,12,0,"F","單一家族主導"
"7","M1800",2002,"1809 中釉",2002-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",-14345,20230,NA,NA,NA,-81030,-39221,17824,89715,1453864,303,0.66,1141833,808113,0,1474868,3361084,1397478,1818,65.85,0,134450,5.04,3,17,"F","單一家族主導"
"8","M1800",2002,"1810 和成",2002-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",36649,279,NA,NA,NA,-364685,-139748,76140,321880,3727615,NA,0.51,4086848,1026724,17045,3999199,11957900,5698995,43372,49.2,0,161933,10.91,33,3,"F","單一家族主導"
"9","M1800",2003,"1802 台玻",2003-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",376632,374674,NA,NA,NA,2193788,2223245,38309,1568402,16124260,6364,1.23,17743650,1922929,435857,16141661,32969365,6160102,787921,230.86,-50216,54045,76.08,1,NA,"F","單一家族主導"
"10","M1800",2003,"1806 冠軍",2003-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",28412,11763,NA,NA,NA,72433,222344,13610,682933,2950181,1862,0.91,2559798,397140,0,3041940,6824619,4089396,139518,32.69,-12433,0,34.68,4,0,"F","單一家族主導"
"11","M1800",2003,"1809 中釉",2003-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",-24606,11926,NA,NA,NA,14306,44665,23924,103960,1506458,766,0.58,1254366,856560,0,1523175,3312710,1278388,6770,63.86,-1995,0,0.92,2,16,"F","單一家族主導"
"12","M1800",2003,"1810 和成",2003-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",19875,1391,NA,NA,NA,53294,238604,74161,299212,3867631,2537,0.64,4600114,1032948,863254,4200189,12498638,5610415,36124,57.22,0,67340,9.51,32,4,"F","單一家族主導"
"13","M1800",2004,"1802 台玻",2004-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",804591,384888,NA,NA,NA,4655845,4716910,39381,1771599,20079602,7870,1.4,20486809,1922929,435857,20087002,39502219,9824937,801681,226.52,-36013,0,76.99,3,NA,"F","單一家族主導"
"14","M1800",2004,"1806 冠軍",2004-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",15185,60888,NA,NA,NA,126690,300991,9918,798474,3556705,2172,0.86,2962860,401223,0,3864088,6946203,3984160,144342,30.43,0,185,36.31,11,0,"F","單一家族主導"
"15","M1800",2004,"1809 中釉",2004-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",16299,364,NA,NA,NA,24328,47528,24596,117959,1879229,801,0.67,1225938,856560,0,1897902,3232088,1218138,5089,63,0,17776,2.61,5,17,"F","單一家族主導"
"16","M1800",2004,"1810 和成",2004-12-31,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",27114,17119,NA,NA,NA,-681579,-525650,83804,378331,4302912,2376,0.7,4677446,1227155,NA,4664245,11559828,5469217,59940,47.91,0,137280,16.53,34,3,"F","單一家族主導"
"17","M1800",2005,"1802 台玻",2005-12-30,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",750647,949612,NA,NA,NA,3867733,4106861,37808,1873560,22358097,9724,1.21,25655288,1933702,435857,22372061,46818148,13408173,685575,164.68,0,0,76.97,4,0,"F","單一家族主導"
"18","M1800",2005,"1806 冠軍",2005-12-30,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",71973,13269,NA,NA,NA,263057,428858,9987,955759,4076754,2339,0.59,3010729,398983,0,4380839,7216586,3954627,153507,32.41,0,82585,33.76,6,4,"F","單一家族主導"
"19","M1800",2005,"1809 中釉",2005-12-30,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",48887,28138,NA,NA,NA,203324,227766,67618,225725,3273053,897,0.36,1639989,944721,0,3294467,4458454,1566927,32000,116.71,0,0,5.1,7,21,"F","單一家族主導"
"20","M1800",2005,"1810 和成",2005-12-30,"TSE","玻璃陶瓷","玻璃陶瓷","M18","玻璃陶瓷","M18",73432,8651,NA,NA,NA,215134,372345,86764,452060,4645184,2972,0.52,5122486,1367259,NA,5245697,11253172,5249235,58389,61.11,-121,0,13.11,34,3,"F","單一家族主導"
"21","M2200",2001,"2201 裕隆",2001-12-31,"TSE","汽車工業","汽車製造","M22A","汽車製造","M22A",1249694,1010337,NA,NA,NA,4602475,4641349,1758724,1401468,40850897,NA,0.74,9273448,375633,4263576,41164740,65418434,27506612,846925,112.03,-560364,0,70.83,46,96,"F","單一家族主導"
"22","M2200",2001,"2204 中華",2001-12-31,"TSE","汽車工業","汽車製造","M22A","汽車製造","M22A",315624,334507,NA,NA,NA,3689443,4365665,1539293,3080506,57540268,NA,0.89,11890177,1706787,0,59284049,57651181,25874730,127024,114.13,-877765,0,85.55,48,86,"F","單一家族主導"
"23","M2200",2001,"2206 三陽",2001-12-31,"TSE","汽車工業","汽車製造","M22A","汽車製造","M22A",51355,63816,NA,NA,NA,-500649,162466,425997,1860004,25321928,NA,0.35,14518906,2407998,4676459,26234076,28844596,17241059,943937,23.89,0,187051,63.1,35,60,"F","單一家族主導"
"24","M2200",2001,"2207 和泰車",2001-12-31,"TSE","汽車工業","汽車買賣","M22X","汽車買賣","M22X",202062,353488,NA,NA,NA,1213307,1410054,0,2150362,50119042,NA,0.71,6732780,2312327,1308778,50886761,25849411,14563704,43084,102.26,-101019,0,66.23,89,30,"A","共治型態"
"25","M2331",2001,"1785 光洋科",2001-12-31,"OTC","其他電子業","貴金屬回收","M99L1","資源回收","M99L",-10345,217,NA,NA,NA,16822,54241,42358,43125,2065830,190,NA,302608,49473,26592,2072016,809939,545736,28423,46.02,0,7306,NA,NA,NA,NA,NA
"26","M2331",2001,"2312 金寶",2001-12-31,"TSE","其他電子業","數據機","M23E1","網路設備","M23E",209100,35496,NA,NA,NA,2088113,2365169,884122,108655,30780227,NA,1.76,4325233,132977,0,30806139,25153677,12045400,0,96.38,0,377953,22.65,88,0,"F","單一家族主導"
"27","M2331",2001,"2317 鴻海",2001-12-31,"TSE","其他電子業","PC","M23A1","PC系統","M23A",2169495,1813009,NA,NA,NA,15067743,15851851,2266837,6185688,153893884,NA,5.09,30904147,968432,0,153921740,99839403,44217458,938292,108.43,0,355426,52.12,NA,7,"F","單一家族主導"
"28","M2331",2001,"2354 鴻準",2001-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",39003,8254,NA,NA,NA,257772,260286,68666,288343,19513828,88,3.81,310626,76911,0,19527057,5649785,3572765,0,131.81,-21712,0,56.53,NA,17,"F","單一家族主導"
"29","M2331",2001,"2359 所羅門",2001-12-31,"TSE","其他電子業","零組件代理","M23T2","資訊通路","M23T",22255,48975,NA,NA,NA,-854205,-510521,28111,447938,11189308,NA,1.26,1654166,479559,0,11379114,12383751,7474872,879,72.22,0,517648,8.87,10,9,"F","單一家族主導"
"30","M2331",2001,"2360 致茂",2001-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",12740,31510,NA,NA,NA,367450,394907,282254,382250,2867603,NA,1.63,1635454,570632,0,2895872,5378162,1618629,0,177.47,0,7662,32.58,9,17,"M","專業經理人治理"
"31","M2331",2001,"2373 震旦行",2001-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",-546313,74916,NA,NA,NA,-3797886,-3320735,NA,NA,18334495,NA,1.96,2853681,658457,0,19295617,15636458,11738642,430740,65.2,0,2041011,70.95,6,18,"F","單一家族主導"
"32","M2331",2001,"2390 云辰",2001-12-31,"TSE","其他電子業","監控系統","M23C9","光電/ IO","M23C",-27553,185461,NA,NA,NA,235601,296526,131686,139660,2195796,NA,2.17,1877902,453555,0,2215379,7333479,3241159,67429,145.06,-18811,0,9,23,6,"F","單一家族主導"
"33","M2331",2001,"2404 漢唐",2001-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",88800,122761,NA,NA,NA,435209,449939,1677,50425,4004786,377,2.06,134905,90211,0,4004786,4134733,1856770,1073,98.74,0,6869,26.41,1,21,"F","單一家族主導"
"34","M2331",2001,"2423 固緯",2001-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",13752,24175,NA,NA,NA,139968,142508,77189,129164,1156612,NA,2.02,396059,202301,0,1161409,1350786,266627,19513,153.94,-1432,0,6.41,32,19,"F","單一家族主導"
"35","M2331",2001,"2433 互盛電",2001-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",11000,862,NA,NA,NA,-358855,-317185,0,351285,1633151,NA,1.08,467584,265765,15783,1748393,2912823,1170999,0,78.91,-2637,0,56.85,3,9,"F","單一家族主導"
"36","M2331",2001,"2461 光群雷",2001-12-31,"TSE","其他電子業","其他光學","M23CZ2","光電/ IO","M23C",-3259,9277,NA,NA,NA,223966,244493,53924,149219,1003091,NA,2.46,737017,0,0,1003091,2189682,636259,6228,173.5,-16179,0,31.8,65,29,"F","單一家族主導"
"37","M2331",2001,"2464 盟立",2001-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",23207,15590,NA,NA,NA,148064,153169,56952,99877,1992049,346,1.94,274996,14544,0,2025555,1587518,709148,0,107.59,-6641,0,46.74,0,4,"M","專業經理人治理"
"38","M2331",2001,"2474 可成",2001-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",16953,34066,NA,NA,NA,321693,328078,55031,38608,1008510,908,2.23,1475680,159748,43615,1046174,3177463,405158,14242,354.98,0,8294,47.6,0,0,"F","單一家族主導"
"39","M2331",2001,"2477 美隆電",2001-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",138951,101424,NA,NA,NA,610985,617531,39101,82759,3203833,NA,3.32,700638,99860,58781,3237227,3389600,1243544,1234,220.79,0,26,23.36,2,37,"F","單一家族主導"
"40","M2331",2001,"2482 連宇",2001-12-31,"TSE","其他電子業","PC週邊","M23C3","光電/ IO","M23C",9478,20806,NA,NA,NA,98872,102872,57432,52681,693613,NA,3.2,264900,113781,0,NA,774838,137740,0,329.06,0,5034,44.54,37,65,"F","單一家族主導"
"41","M2331",2001,"2488 漢平",2001-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",65149,72981,NA,NA,NA,355500,376923,57529,86230,1897972,NA,2.25,1378115,62873,388589,1931848,2345276,801180,41955,75.43,0,231,19.11,54,0,"F","單一家族主導"
"42","M2331",2001,"2495 普安",2001-12-31,"TSE","其他電子業","硬碟磁碟","M23C4B","光電/ IO","M23C",66381,137509,NA,NA,NA,418325,418441,111941,91519,894469,NA,NA,303035,139685,0,900596,1361019,87429,237,1026.53,0,12159,18.13,0,15,"M","專業經理人治理"
"43","M2331",2001,"2497 怡利電",2001-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",36124,38395,NA,NA,NA,203514,208670,61542,86780,1044040,NA,NA,550471,175239,0,1056517,1121070,201379,39187,178.92,-1667,0,21.19,17,2,"F","單一家族主導"
"44","M2331",2001,"3018 同開",2001-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",41117,46856,NA,NA,NA,148480,148703,0,NA,1148696,82,1.91,76512,57542,0,1148696,1155157,320378,0,273.9,0,0,NA,0,5,"A","共治型態"
"45","M2331",2001,"3030 德律",2001-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",17699,38161,NA,NA,NA,141753,147011,78675,89397,568984,NA,3.94,532850,355237,0,577482,1084777,396254,0,123.63,0,0,35.07,0,39,"F","單一家族主導"
"46","M2331",2001,"3043 科風",2001-12-31,"TSE","其他電子業","電源供應器","M23D3","電子零組件","M23D",84090,48442,NA,NA,NA,375567,380856,44155,84331,1813375,290,5.42,180753,95860,0,1823475,1482758,482267,0,230.47,-12809,0,12.77,0,0,"F","單一家族主導"
"47","M2331",2001,"3067 全域",2001-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",1649,11,NA,NA,NA,79931,79931,NA,NA,771518,NA,NA,98998,41597,0,771518,401089,108416,0,184.3,0,0,66.38,0,0,"F","單一家族主導"
"48","M2331",2001,"3093 港建",2001-12-31,"OTC","其他電子業","設備通路","M23H3","電子設備","M23H",22375,16508,NA,NA,NA,91204,94005,0,102651,647797,NA,NA,161575,43251,0,651820,505879,168650,0,155.94,0,0,NA,24,15,"F","單一家族主導"
"49","M2331",2001,"3131 弘塑",2001-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",0,0,NA,NA,NA,-19839,-18611,20605,33395,366925,75,NA,127058,0,0,366925,355703,108485,0,90.67,0,0,NA,12,0,"F","單一家族主導"
"50","M2331",2001,"3285 微端",2001-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",-3779,193,NA,NA,NA,2778,10437,NA,NA,371548,NA,NA,102999,46034,0,379294,416692,223585,724,49.57,0,0,NA,NA,NA,NA,NA
"51","M2331",2001,"3289 宜特",2001-12-31,"OTC","其他電子業","IC設計","M23G5","半導體","M23G",3410,2175,NA,NA,NA,37865,41341,NA,NA,104022,NA,NA,170311,20040,0,104486,224348,100838,0,95.45,0,0,NA,0,0,"M","專業經理人治理"
"52","M2331",2001,"3303 岱稜",2001-12-31,"OTC","其他電子業","其他光學","M23CZ2","光電/ IO","M23C",19538,14420,NA,NA,NA,83503,88458,1757,8834,479073,116,NA,146922,54693,0,487764,402897,171642,0,173.82,0,706,NA,NA,NA,NA,NA
"53","M2331",2001,"3305 昇貿",2001-12-31,"TSE","其他電子業","PCB上-其他","M23B3X","主機板","M23B",7307,7436,NA,NA,NA,13427,23343,17473,18421,583528,NA,NA,130380,15439,0,584546,629526,300421,11941,108.73,0,0,NA,NA,NA,NA,NA
"54","M2331",2001,"3324 雙鴻",2001-12-31,"OTC","其他電子業","散熱零組件","M23D9B","電子零組件","M23D",-7004,0,NA,NA,NA,13891,14384,14981,16124,198465,75,NA,26211,0,0,198735,135940,83854,0,81.41,0,0,NA,NA,NA,NA,NA
"55","M2331",2001,"3373 熱映",2001-12-31,"OTC","其他電子業","醫療耗材","M17G","醫療耗材","M17G",0,0,NA,NA,NA,-32300,-32244,12317,5372,10979,25,NA,8924,0,0,11085,55688,15618,0,176.92,0,0,NA,NA,NA,NA,NA
"56","M2331",2001,"3402 漢科",2001-12-31,"OTC","其他電子業","廠辦機電","M23H1","電子設備","M23H",20312,21117,NA,NA,NA,60276,64379,NA,NA,514365,NA,NA,35004,12041,0,514365,488499,246497,0,67.03,0,4197,NA,NA,NA,NA,NA
"57","M2331",2001,"3450 聯鈞",2001-12-31,"TSE","其他電子業","光纖通訊","M23K6","通訊設備","M23K",-806,512,NA,NA,NA,-24614,-24352,NA,NA,49538,NA,NA,229913,0,0,50943,492897,22801,0,1085.96,0,0,NA,NA,NA,NA,NA
"58","M2331",2001,"3498 陽程",2001-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",609,NA,NA,NA,NA,17100,NA,NA,NA,702265,NA,NA,166807,NA,NA,NA,995811,702771,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","M2331",2001,"3518 柏騰",2001-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",-11285,NA,NA,NA,NA,-33899,NA,NA,NA,147470,NA,NA,50690,NA,NA,NA,261432,80902,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","M2331",2001,"3541 西柏",2001-12-31,"OTC","其他電子業","PC週邊","M23C3","光電/ IO","M23C",0,NA,NA,NA,NA,-1599,NA,NA,NA,84328,NA,NA,24709,NA,NA,NA,77137,22425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","M2331",2001,"3551 世禾",2001-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",12900,NA,NA,NA,NA,43434,NA,NA,NA,226414,NA,NA,231490,NA,NA,NA,355683,173531,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","M2331",2001,"3552 同致",2001-12-31,"OTC","其他電子業","汽車組件","M15D","汽車組件","M15D",1064,NA,NA,NA,NA,1863,NA,NA,NA,367215,NA,NA,70214,NA,NA,NA,279810,214117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","M2331",2001,"4415 台原藥",2001-12-31,"OTC","其他電子業","機能性食品","M17C2","藥","M17C",-23336,68,NA,NA,NA,-74579,-65330,269,40113,784684,NA,0.43,862337,159887,23030,795383,1356680,438728,12833,59.02,0,4631,NA,0,0,"A","共治型態"
"64","M2331",2001,"5205 漢康",2001-12-31,"OTC","其他電子業","應用軟體","M23X2","軟體服務","M23X",-3201,9802,NA,NA,NA,3221,5884,30369,144206,377997,286,1.74,146301,62400,0,399209,449617,187319,0,147.08,0,2649,14.32,0,0,"A","共治型態"
"65","M2331",2001,"5383 金利",2001-12-31,"OTC","其他電子業","光電導線架","M23D9C","電子零組件","M23D",-1152,5436,NA,NA,NA,1433,5339,5602,13600,354894,NA,0.84,396866,15833,39329,359320,755166,232999,17750,75.31,-151,74,NA,1,2,"F","單一家族主導"
"66","M2331",2001,"5452 佶優",2001-12-31,"OTC","其他電子業","零組件代理","M23T2","資訊通路","M23T",23634,47049,NA,NA,NA,86651,172282,0,77486,3418152,NA,4.24,204914,91987,32750,3501462,2402804,1796394,2948,90.74,0,0,26.73,NA,11,"A","共治型態"
"67","M2331",2001,"5489 彩富",2001-12-31,"OTC","其他電子業","監控系統","M23C9","光電/ IO","M23C",-3695,1748,NA,NA,NA,4643,21686,58245,72292,316885,133,1.54,714800,359626,0,319856,1008191,346152,0,68.93,-12602,0,60.2,1,2,"M","專業經理人治理"
"68","M2331",2001,"5493 三聯",2001-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",5078,17577,NA,NA,NA,110410,113010,7834,109852,470772,156,2.19,158415,86703,0,473263,729397,141615,0,106.63,-38713,0,35.91,4,15,"F","單一家族主導"
"69","M2331",2001,"6139 亞翔",2001-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",154980,156792,NA,NA,NA,620819,624516,NA,NA,3196509,NA,NA,186433,105721,0,3196509,2253526,1069578,0,181.24,0,0,39.35,0,0,"F","單一家族主導"
"70","M2331",2001,"6146 耕興",2001-12-31,"OTC","其他電子業","其他電子","M23Z","其他電子","M23Z",24500,14821,NA,NA,NA,122629,122695,2349,32167,371683,120,NA,425583,146783,0,372635,658065,130968,24915,183.91,0,49,51.48,0,0,"F","單一家族主導"
"71","M2331",2001,"6151 晉倫",2001-12-31,"OTC","其他電子業","塑膠加工","M13A8","石化","M13A",-1721,1901,NA,NA,NA,22322,35397,8802,34350,545494,NA,NA,169057,33928,0,557697,512730,290671,0,76.08,0,0,7.65,0,0,"F","單一家族主導"
"72","M2331",2001,"6187 萬潤",2001-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",11785,30817,NA,NA,NA,60350,60453,22852,14299,245491,67,NA,43032,10299,0,245491,320795,43205,0,433.72,0,5071,0.12,0,18,"M","專業經理人治理"
"73","M2331",2001,"6192 巨路",2001-12-31,"TSE","其他電子業","零組件代理","M23T2","資訊通路","M23T",39009,48463,NA,NA,NA,196412,211837,55772,284902,2682912,NA,NA,257094,66486,0,2698972,2035819,902518,0,136.75,0,2514,21.74,0,8,"F","單一家族主導"
"74","M2331",2001,"6196 帆宣",2001-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",112451,199667,NA,NA,NA,520354,534779,46443,172451,4297396,NA,NA,287012,86011,0,4303728,2833406,1307470,11904,114.94,0,0,NA,4,0,"M","專業經理人治理"
"75","M2331",2001,"6201 亞弘電",2001-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",45401,20605,NA,NA,NA,247063,248520,58213,52054,1880796,NA,NA,618599,135733,56025,1888048,1735575,477308,31381,205.47,0,0,NA,56,8,"A","共治型態"
"76","M2331",2001,"6215 和椿",2001-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",13961,28424,NA,NA,NA,42650,47866,10105,69312,565136,91,NA,48089,30510,0,576437,446312,230822,0,115.85,0,3533,43.13,13,NA,"F","單一家族主導"
"77","M2331",2001,"6238 勝麗",2001-12-31,"OTC","其他電子業","IC封測","M23G2","半導體","M23G",6306,1613,NA,NA,NA,18984,23684,0,70032,465939,94,NA,103361,60110,0,740241,960756,245225,22110,134.72,0,1806,NA,8,5,"F","單一家族主導"
"78","M2331",2001,"6247 淇譽電",2001-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",21336,46242,NA,NA,NA,98881,111173,20598,79537,1161923,NA,NA,833721,216054,0,1205078,1730760,884566,0,94.28,0,0,NA,98,5,"F","單一家族主導"
"79","M2331",2001,"6275 元山",2001-12-31,"OTC","其他電子業","家電","M15C1","家電製品","M15C",-2602,1823,NA,NA,NA,7569,19406,NA,NA,658948,NA,NA,269583,130000,0,685873,744322,399921,15155,57.4,0,0,13.44,NA,0,"F","單一家族主導"
"80","M2331",2001,"8021 尖點",2001-12-31,"TSE","其他電子業","PCB上-其他","M23B3X","主機板","M23B",-35295,8538,NA,NA,NA,-80994,-59562,17891,15872,298094,134,NA,314816,0,0,304011,1015276,448587,0,127.28,0,1588,NA,5,8,"M","專業經理人治理"
"81","M2331",2001,"8047 星雲",2001-12-31,"OTC","其他電子業","其他電子","M23Z","其他電子","M23Z",7091,4726,NA,NA,NA,52811,53113,42001,55639,490595,NA,NA,88544,21691,0,494712,356281,96543,1947,150.29,0,1473,21.76,0,7,"F","單一家族主導"
"82","M2331",2001,"8085 福華",2001-12-31,"OTC","其他電子業","背光模組","M23C8B","光電/ IO","M23C",-1608,318,NA,NA,NA,-28902,-15158,83517,54413,3179345,973,NA,461484,32446,0,3196466,2168293,1148938,221191,89.08,0,15859,96.87,2,16,"F","單一家族主導"
"83","M2331",2001,"8092 建暐",2001-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",6520,8991,NA,NA,NA,25544,36272,7060,12490,269065,139,NA,143887,24500,0,273597,338553,191689,9241,70.12,0,0,NA,0,7,"F","單一家族主導"
"84","M2331",2001,"8183 精星",2001-12-31,"OTC","其他電子業","PCB 組裝","M23B2B","主機板","M23B",17072,7972,NA,NA,NA,100474,111669,NA,NA,3164500,NA,NA,1087208,101551,0,3202580,2648957,950624,0,127.75,0,0,NA,6,16,"M","專業經理人治理"
"85","M2331",2001,"8201 無敵",2001-12-31,"TSE","其他電子業","其他電子","M23Z","其他電子","M23Z",-5434,22191,NA,NA,NA,46283,50952,106922,526373,2702020,NA,NA,536676,259336,0,2870225,3801170,700617,401424,332.14,0,0,NA,NA,23,"M","專業經理人治理"
"86","M2331",2001,"8383 千附",2001-12-31,"OTC","其他電子業","廠辦機電","M23H1","電子設備","M23H",26754,22306,NA,NA,NA,112380,112618,NA,NA,667214,NA,NA,190137,47290,0,668330,754260,396374,6783,104.2,0,0,NA,40,0,"F","單一家族主導"
"87","M2331",2002,"1785 光洋科",2002-12-31,"OTC","其他電子業","貴金屬回收","M99L1","資源回收","M99L",-14912,6968,NA,NA,NA,69044,96788,58159,66758,2464109,250,NA,491426,47668,26592,2484065,1192618,763495,35810,37.63,-522,0,NA,NA,NA,NA,NA
"88","M2331",2002,"2312 金寶",2002-12-31,"TSE","其他電子業","數據機","M23E1","網路設備","M23E",25638,251177,NA,NA,NA,1829047,1990240,869035,163316,34402572,NA,1.2,4420558,135457,0,34481643,26287987,10252126,4340,126.08,-90986,0,32.27,95,0,"F","單一家族主導"
"89","M2331",2002,"2317 鴻海",2002-12-31,"TSE","其他電子業","PC","M23A1","PC系統","M23A",2849632,2014206,NA,NA,NA,19728495,19973431,3832040,8255209,257765852,NA,3.56,31464493,531492,0,257874227,132063737,62436234,875577,125.04,-53041,0,50.85,NA,5,"F","單一家族主導"
"90","M2331",2002,"2354 鴻準",2002-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",1937,30931,NA,NA,NA,272268,276719,90660,69160,10262057,159,1.86,331219,79170,0,10262057,5208914,1535600,0,269.09,0,36694,76.21,NA,17,"F","單一家族主導"
"91","M2331",2002,"2359 所羅門",2002-12-31,"TSE","其他電子業","零組件代理","M23T2","資訊通路","M23T",54439,27000,NA,NA,NA,-1090216,-839395,38634,376268,9703517,NA,0.79,1448971,398328,0,9869195,10857882,7058206,806,55.85,0,243232,7.37,10,10,"F","單一家族主導"
"92","M2331",2002,"2360 致茂",2002-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",60273,26605,NA,NA,NA,514846,549189,273196,402872,3777690,NA,1.3,1593004,563220,0,3816963,5994309,1934083,0,151.79,0,38488,18.45,6,17,"M","專業經理人治理"
"93","M2331",2002,"2373 震旦行",2002-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",-30136,7996,NA,NA,NA,691893,1043143,NA,NA,13999915,4261,1.25,2842617,652543,0,14624816,13593345,9387892,69326,56.34,-13983,0,69.08,9,0,"F","單一家族主導"
"94","M2331",2002,"2390 云辰",2002-12-31,"TSE","其他電子業","監控系統","M23C9","光電/ IO","M23C",24350,15187,NA,NA,NA,235563,320404,111076,102672,1907420,1144,1.04,1281917,165358,0,1919266,7561891,3024698,56072,159.94,-49180,0,14.67,34,0,"F","單一家族主導"
